sku_id,week_start,horizon_week,predicted_demand,is_low_confidence
SKU0043,2026-09-07,7,48.603489881635205,False
SKU0043,2026-09-14,8,47.01409420403201,False
SKU0042,2026-07-27,1,61.074173541900834,False
SKU0042,2026-08-03,2,69.83804229582118,False
SKU0042,2026-08-10,3,68.23928349124188,False
SKU0042,2026-08-17,4,69.51630407619861,False
SKU0042,2026-08-24,5,69.25532086077736,False
SKU0042,2026-08-31,6,65.94509182446212,False
SKU0042,2026-09-07,7,69.81869944298565,False
SKU0042,2026-09-14,8,66.4780408236375,False
SKU0026,2026-07-27,1,1.259883967041532,False
SKU0026,2026-08-03,2,1.7609595121362636,False
SKU0026,2026-08-10,3,1.9694405218346263,False
SKU0026,2026-08-17,4,1.7609595121362636,False
SKU0026,2026-08-24,5,1.7609595121362636,False
SKU0026,2026-08-31,6,1.7609595121362636,False
SKU0026,2026-09-07,7,2.0446275053057588,False
SKU0026,2026-09-14,8,2.0446275053057588,False
SKU0041,2026-07-27,1,89.80412919978144,False
SKU0041,2026-08-03,2,95.12211064544786,False
SKU0041,2026-08-10,3,93.47670797782614,False
SKU0041,2026-08-17,4,95.45768128716334,False
SKU0041,2026-08-24,5,92.02959395810521,False
SKU0041,2026-08-31,6,89.1246023692579,False
SKU0041,2026-09-07,7,90.7438385085623,False
SKU0041,2026-09-14,8,90.99502651746839,False
SKU0040,2026-07-27,1,15.488021149530004,False
SKU0040,2026-08-03,2,14.022388215196504,False
SKU0040,2026-08-10,3,15.735439699909781,False
SKU0040,2026-08-17,4,14.310717819351256,False
SKU0040,2026-08-24,5,13.619584356029607,False
SKU0040,2026-08-31,6,15.735439699909781,False
SKU0040,2026-09-07,7,14.594385812520752,False
SKU0040,2026-09-14,8,13.521803145295321,False
SKU0039,2026-07-27,1,68.04707387510375,False
SKU0039,2026-08-03,2,70.9964758629429,False
SKU0039,2026-08-10,3,69.82104739317342,False
SKU0039,2026-08-17,4,64.46803158388839,False
SKU0039,2026-08-24,5,69.66948635260128,False
SKU0039,2026-08-31,6,74.72897408039843,False
SKU0039,2026-09-07,7,72.74700968214042,False
SKU0039,2026-09-14,8,68.62139692168164,False
SKU0038,2026-07-27,1,74.18052184990898,False
SKU0038,2026-08-03,2,94.12311493804404,False
SKU0038,2026-08-10,3,86.86070440129622,False
SKU0038,2026-08-17,4,74.05604460202542,False
SKU0038,2026-08-24,5,74.4815553258635,False
SKU0038,2026-08-31,6,80.29482304040525,False
SKU0038,2026-09-07,7,89.43808843964699,False
SKU0038,2026-09-14,8,79.66157018745294,False
SKU0037,2026-07-27,1,21.426719902739123,False
SKU0037,2026-08-03,2,22.240783488230395,False
SKU0037,2026-08-10,3,21.509754506876398,False
SKU0037,2026-08-17,4,22.412408516317225,False
SKU0037,2026-08-24,5,22.059812354648667,False
SKU0037,2026-08-31,6,23.433164809536326,False
SKU0037,2026-09-07,7,22.21568813862933,False
SKU0037,2026-09-14,8,25.388773515776435,False
SKU0035,2026-07-27,1,2.088492708268385,False
SKU0035,2026-08-03,2,2.119714206400544,False
SKU0035,2026-08-10,3,2.119714206400544,False
SKU0035,2026-08-17,4,2.3281952160989077,False
SKU0035,2026-08-24,5,2.119714206400544,False
SKU0035,2026-08-31,6,2.119714206400544,False
SKU0035,2026-09-07,7,2.4033821995700397,False
SKU0035,2026-09-14,8,2.6118632092684035,False
SKU0033,2026-07-27,1,2.6184923723097393,False
SKU0033,2026-08-03,2,2.911086907706109,False
SKU0033,2026-08-10,3,3.1195679174044706,False
SKU0033,2026-08-17,4,3.6429912993572313,False
SKU0033,2026-08-24,5,2.911086907706109,False
SKU0033,2026-08-31,6,3.1195679174044706,False
SKU0033,2026-09-07,7,3.4032359105739665,False
SKU0033,2026-09-14,8,3.4032359105739665,False
SKU0027,2026-07-27,1,37.07724909019097,False
SKU0027,2026-08-03,2,35.97959058151956,False
SKU0027,2026-08-10,3,34.72570437410498,False
SKU0027,2026-08-17,4,37.06855424897896,False
SKU0027,2026-08-24,5,35.00004959914565,False
SKU0027,2026-08-31,6,36.23822239323416,False
SKU0027,2026-09-07,7,30.500153537783067,False
SKU0027,2026-09-14,8,37.334592864182746,False
SKU0032,2026-07-27,1,15.71173698203952,False
SKU0032,2026-08-03,2,20.148735641566166,False
SKU0032,2026-08-10,3,20.4184711692346,False
SKU0032,2026-08-17,4,13.280831060591709,False
SKU0032,2026-08-24,5,17.80563797413214,False
SKU0032,2026-08-31,6,18.093967578286897,False
SKU0032,2026-09-07,7,15.333273243661212,False
SKU0032,2026-09-14,8,17.967329745730936,False
SKU0031,2026-07-27,1,44.64268597041375,False
SKU0031,2026-08-03,2,40.64585042174841,False
SKU0031,2026-08-10,3,43.14023702239076,False
SKU0031,2026-08-17,4,42.1139809184969,False
SKU0031,2026-08-24,5,40.28265747126529,False
SKU0031,2026-08-31,6,41.04272131778233,False
SKU0031,2026-09-07,7,44.92419083023422,False
SKU0031,2026-09-14,8,42.991298503511295,False
SKU0030,2026-07-27,1,130.132557877156,False
SKU0030,2026-08-03,2,136.0403156512573,False
SKU0030,2026-08-10,3,140.36151315344478,False
SKU0030,2026-08-17,4,129.47406566459463,False
SKU0030,2026-08-24,5,127.18317836905193,False
SKU0030,2026-08-31,6,131.57656796411047,False
SKU0030,2026-09-07,7,131.8115605858611,False
SKU0030,2026-09-14,8,133.5021169189589,False
SKU0029,2026-07-27,1,104.15567066428771,False
SKU0029,2026-08-03,2,95.42814667419978,False
SKU0029,2026-08-10,3,91.75526919969744,False
SKU0029,2026-08-17,4,103.28234352526646,False
SKU0029,2026-08-24,5,100.43208538856804,False
SKU0029,2026-08-31,6,94.82258505162338,False
SKU0029,2026-09-07,7,95.61683695866239,False
SKU0029,2026-09-14,8,96.6177253658517,False
SKU0028,2026-07-27,1,33.762956609217674,False
SKU0028,2026-08-03,2,29.944123002332514,False
SKU0028,2026-08-10,3,29.52986946787636,False
SKU0028,2026-08-17,4,30.79116384072598,False
SKU0028,2026-08-24,5,30.34371210321534,False
SKU0028,2026-08-31,6,33.21521526086332,False
SKU0028,2026-09-07,7,32.52553541936372,False
SKU0028,2026-09-14,8,30.11457836648914,False
SKU0046,2026-07-27,1,19.228111903866044,False
SKU0046,2026-08-03,2,20.226467057426838,False
SKU0046,2026-08-10,3,20.352632822882697,False
SKU0046,2026-08-17,4,22.06710586095466,False
SKU0046,2026-08-24,5,18.525085009021893,False
SKU0046,2026-08-31,6,17.004663713926696,False
SKU0046,2026-09-07,7,21.352733008583453,False
SKU0046,2026-09-14,8,18.403777011132465,False
SKU0110,2026-07-27,1,125.17009763887359,False
SKU0110,2026-08-03,2,136.24429110678287,False
SKU0110,2026-08-10,3,143.0741687669749,False
SKU0110,2026-08-17,4,147.58057629347624,False
SKU0110,2026-08-24,5,147.5583070480273,False
SKU0110,2026-08-31,6,152.84456730221487,False
SKU0110,2026-09-07,7,146.3032571631476,False
SKU0110,2026-09-14,8,143.5857311951029,False
SKU0047,2026-07-27,1,70.3036300060308,False
SKU0047,2026-08-03,2,66.75800239549862,False
SKU0047,2026-08-10,3,59.85807084096821,False
SKU0047,2026-08-17,4,67.72857057375153,False
SKU0047,2026-08-24,5,71.47135985297871,False
SKU0047,2026-08-31,6,72.17232728597294,False
SKU0047,2026-09-07,7,67.76144117668866,False
SKU0047,2026-09-14,8,67.76144117668866,False
SKU0049,2026-07-27,1,63.291857823866664,False
SKU0049,2026-08-03,2,54.257311510814496,False
SKU0049,2026-08-10,3,54.257048749630066,False
SKU0049,2026-08-17,4,54.40170357171177,False
SKU0049,2026-08-24,5,50.16790637156727,False
SKU0049,2026-08-31,6,52.22099530630653,False
SKU0049,2026-09-07,7,57.87879291535744,False
SKU0049,2026-09-14,8,61.29576705072906,False
SKU0020,2026-07-27,1,3.085055905652208,False
SKU0020,2026-08-03,2,2.978751148161201,False
SKU0020,2026-08-10,3,2.5088971011986287,False
SKU0020,2026-08-17,4,3.240801492849755,False
SKU0020,2026-08-24,5,2.978751148161201,False
SKU0020,2026-08-31,6,3.710655539812325,False
SKU0020,2026-09-07,7,3.262419141330697,False
SKU0020,2026-09-14,8,3.262419141330697,False
SKU0065,2026-07-27,1,39.00558841304379,False
SKU0065,2026-08-03,2,37.59162722213736,False
SKU0065,2026-08-10,3,35.61987043081698,False
SKU0065,2026-08-17,4,34.71172699531177,False
SKU0065,2026-08-24,5,37.358985703210465,False
SKU0065,2026-08-31,6,36.80366158472914,False
SKU0065,2026-09-07,7,38.13499177344039,False
SKU0065,2026-09-14,8,38.91451009056338,False
SKU0064,2026-07-27,1,16.850026764446167,False
SKU0064,2026-08-03,2,19.666934279452125,False
SKU0064,2026-08-10,3,14.853797761756933,False
