sku_id,week_start,predicted_demand,is_low_confidence
SKU0053,2026-07-20,3.3225388786050334,False
SKU0052,2026-07-20,37.04862447277171,False
SKU0051,2026-07-20,25.62200685156936,False
SKU0050,2026-07-20,10.182176475603315,False
SKU0024,2026-07-20,3.274541163589479,False
SKU0048,2026-07-20,2.142747374544664,False
SKU0111,2026-07-20,29.886779503240554,False
SKU0112,2026-07-20,10.648480794578639,False
SKU0113,2026-07-20,35.87294517446298,False
SKU0172,2026-07-20,32.29734105740397,False
SKU0171,2026-07-20,5.783136891218827,False
SKU0170,2026-07-20,11.110340817120575,False
SKU0005,2026-07-20,45.936450360281,False
SKU0169,2026-07-20,22.937169925387927,False
SKU0168,2026-07-20,20.46995158208701,False
SKU0167,2026-07-20,187.8525407606839,False
SKU0165,2026-07-20,20.71070164011853,False
SKU0164,2026-07-20,11.962992972012893,False
SKU0163,2026-07-20,1.188681880713457,False
SKU0162,2026-07-20,28.69813265064775,False
SKU0006,2026-07-20,58.994305504513584,False
SKU0161,2026-07-20,26.72653583128568,False
SKU0160,2026-07-20,11.67772112058283,False
SKU0159,2026-07-20,10.97615733428848,False
SKU0158,2026-07-20,3.276322681120639,False
SKU0157,2026-07-20,157.91200062459427,False
SKU0174,2026-07-20,28.33184249915978,False
SKU0156,2026-07-20,41.434489440631765,False
SKU0175,2026-07-20,9.329555444809325,False
SKU0004,2026-07-20,39.98118187818772,False
SKU0194,2026-07-20,230.5155677785399,False
SKU0002,2026-07-20,21.067812624447203,False
SKU0193,2026-07-20,72.05315355714652,False
SKU0192,2026-07-20,25.33787801199499,False
SKU0191,2026-07-20,90.55872879318258,False
SKU0190,2026-07-20,140.8269945578988,False
SKU0189,2026-07-20,28.095923681964724,False
SKU0187,2026-07-20,49.420722198381725,False
SKU0003,2026-07-20,67.31944300090449,False
SKU0186,2026-07-20,3.2684859278600706,False
SKU0185,2026-07-20,8.650473575679412,False
SKU0183,2026-07-20,66.90589219551849,False
SKU0182,2026-07-20,13.600718384060604,False
SKU0181,2026-07-20,73.81503958241154,False
SKU0180,2026-07-20,10.085897818968249,False
SKU0178,2026-07-20,45.738233387274285,False
SKU0177,2026-07-20,40.215461792618925,False
SKU0176,2026-07-20,17.383638066123392,False
SKU0196,2026-07-20,9.693367497784287,False
SKU0155,2026-07-20,37.12411092101079,False
SKU0154,2026-07-20,74.36199529092501,False
SKU0010,2026-07-20,11.364058919700883,False
SKU0130,2026-07-20,20.592983598408253,False
SKU0129,2026-07-20,4.172921262546054,False
SKU0128,2026-07-20,25.879311253772997,False
SKU0127,2026-07-20,30.133845851566107,False
SKU0125,2026-07-20,28.057428310034865,False
SKU0124,2026-07-20,31.75765348959641,False
SKU0012,2026-07-20,23.74745524403465,False
SKU0123,2026-07-20,1.188681880713457,False
SKU0122,2026-07-20,19.990150683672127,False
SKU0121,2026-07-20,42.0021492132524,False
SKU0120,2026-07-20,71.60697293387707,False
SKU0118,2026-07-20,4.521445554463857,False
SKU0117,2026-07-20,23.198466209404373,False
SKU0116,2026-07-20,113.45815257629941,False
SKU0013,2026-07-20,9.202203699713346,False
SKU0114,2026-07-20,45.96145041191169,False
SKU0131,2026-07-20,26.328886475992753,False
SKU0007,2026-07-20,24.327620290690074,False
SKU0132,2026-07-20,18.047991934474606,False
SKU0134,2026-07-20,32.24947337018545,False
SKU0152,2026-07-20,46.61456899081382,False
SKU0151,2026-07-20,100.33662900370534,False
SKU0150,2026-07-20,39.21073765320559,False
SKU0149,2026-07-20,97.67177558372656,False
SKU0148,2026-07-20,102.35366893229755,False
SKU0008,2026-07-20,76.75100668631708,False
SKU0146,2026-07-20,55.1004552596948,False
SKU0145,2026-07-20,70.85943833327774,False
SKU0144,2026-07-20,46.81499807975968,False
SKU0143,2026-07-20,21.51157222173211,False
SKU0142,2026-07-20,5.012948976055523,False
SKU0141,2026-07-20,4.152269273948318,False
SKU0139,2026-07-20,35.096992983428954,False
SKU0009,2026-07-20,50.19412090473252,False
SKU0138,2026-07-20,35.53176305052651,False
SKU0137,2026-07-20,30.008133502131553,False
SKU0135,2026-07-20,139.8295324743506,False
SKU0133,2026-07-20,163.51737305285096,False
SKU0200,2026-07-20,14.011005588697051,False
SKU0001,2026-07-20,17.75,True
SKU0011,2026-07-20,2.25,True
SKU0017,2026-07-20,33.5,True
SKU0022,2026-07-20,66.5,True
SKU0023,2026-07-20,73.5,True
SKU0025,2026-07-20,25.75,True
SKU0034,2026-07-20,22.5,True
SKU0036,2026-07-20,107.0,True
SKU0044,2026-07-20,18.5,True
SKU0058,2026-07-20,46.25,True
SKU0062,2026-07-20,4.5,True
SKU0067,2026-07-20,5.0,True
SKU0068,2026-07-20,2.5,True
SKU0088,2026-07-20,79.0,True
SKU0090,2026-07-20,22.5,True
SKU0092,2026-07-20,98.25,True
SKU0100,2026-07-20,115.75,True
SKU0102,2026-07-20,79.75,True
SKU0109,2026-07-20,80.75,True
SKU0119,2026-07-20,15.25,True
SKU0126,2026-07-20,250.0,True
SKU0136,2026-07-20,38.5,True
SKU0140,2026-07-20,216.5,True
SKU0147,2026-07-20,30.0,True
SKU0153,2026-07-20,22.0,True
SKU0166,2026-07-20,372.0,True
SKU0173,2026-07-20,13.75,True
SKU0179,2026-07-20,52.75,True
SKU0184,2026-07-20,40.0,True
SKU0188,2026-07-20,65.75,True
