sku_id,demand_8weeks,is_low_confidence,date,on_hand_units,on_order_units,lead_time_days,reorder_point,demand_over_lead_time,available_stock,stockout_risk_ratio,overstock_risk_ratio,high_stockout_risk,high_overstock_risk,risk_category,category,subcategory,unit_cost,list_price,recommended_action,stockout_value_at_risk,overstock_capital_locked
SKU0016,267.7455437290057,False,2026-07-13,0.0,169.2,39.0,306.3,189.88664540528535,169.2,1.1222614976671712,0.0,True,False,Reorder Now,Furnishings,Beds,5611.21,11265.03,Raise a replenishment order before stock runs out.,1186057.2190899018,0.0
SKU0017,268.0,True,2026-07-13,103.6,0.0,12.0,67.8,57.42857142857143,103.6,0.5543298400441258,0.38656716417910447,True,False,Reorder Now,Small Appliances,Coffee Makers,2773.21,6036.37,Raise a replenishment order before stock runs out.,33976.139714285746,0.0
SKU0018,183.38240826308729,False,2026-07-13,103.7,113.7,30.0,158.3,97.047800673551,217.4,0.4464020270172539,0.5654849938017397,False,True,Markdown / Clear,Furnishings,Sofas,9014.56,24260.26,Promote or discount to free up capital.,0.0,108254.01088395197
SKU0019,534.284503907143,False,2026-07-13,111.8,300.7,20.0,279.2,194.2091620398121,412.5,0.4708100897934839,0.20925181094046946,False,False,Healthy,Lighting,Table Lamps,1539.07,2797.44,No action needed.,0.0,0.0
SKU0020,25.02775061849671,False,2026-07-13,10.5,18.5,18.0,15.5,7.497462540212625,29.0,0.25853319104181466,0.4195343065405165,False,False,Healthy,Small Appliances,Toasters,5734.06,16012.98,No action needed.,0.0,0.0
SKU0021,346.6135801735266,False,2026-07-13,269.3,0.0,24.0,254.6,151.96349541996068,269.3,0.5642907367989628,0.7769458999995881,True,True,Watch / Volatile,Lighting,Ceiling Lights,3707.22,10483.49,Investigate manually — demand is erratic.,181505.85610020353,355867.9476545494
SKU0022,532.0,True,2026-07-13,170.4,0.0,15.0,169.1,142.5,170.4,0.8362676056338028,0.32030075187969925,True,False,Reorder Now,Decor,Mirrors,1065.64,2394.19,Raise a replenishment order before stock runs out.,137187.087,0.0
SKU0023,588.0,True,2026-07-13,271.6,0.0,15.0,180.8,157.5,271.6,0.5798969072164948,0.46190476190476193,True,False,Reorder Now,Textiles,Curtains,1295.625,2028.76,Raise a replenishment order before stock runs out.,44024.091999999975,0.0
SKU0024,29.622865873531666,False,2026-07-13,16.6,0.0,8.0,6.9,3.771564914087803,16.6,0.2272027056679399,0.5603779212608957,False,True,Markdown / Clear,Textiles,Throws,1477.96,3725.95,Promote or discount to free up capital.,0.0,2643.430576777572
SKU0025,206.0,True,2026-07-13,35.2,99.2,18.0,82.9,66.21428571428571,134.4,0.49266581632653056,0.17087378640776701,False,False,Healthy,Lighting,Floor Lamps,3469.96,6744.24,No action needed.,0.0,0.0
SKU0026,14.362417548032731,False,2026-07-13,4.8,6.8,34.0,10.7,8.260637380694055,11.6,0.7121239121287979,0.3342055739534931,True,False,Reorder Now,Furnishings,Sofas,8699.58,19468.82,Raise a replenishment order before stock runs out.,47905.706250004034,0.0
SKU0027,283.9241166891401,False,2026-07-13,175.9,0.0,13.0,104.7,67.91689816006487,175.9,0.38611084798217665,0.6195317328136222,False,True,Markdown / Clear,Decor,Rugs,1647.91,4861.52,Promote or discount to free up capital.,0.0,55926.6734333996
SKU0028,250.22715407008405,False,2026-07-13,99.0,159.0,43.0,317.5,192.23354534414028,258.0,0.7450912610237995,0.3956405145872854,True,False,Reorder Now,Furnishings,Shelving,7560.86,22641.43,Raise a replenishment order before stock runs out.,1431697.890561178,0.0
SKU0029,782.1106628281569,False,2026-07-13,0.0,447.3,43.0,893.0,603.5356486405946,447.3,1.3492860465919843,0.0,True,False,Reorder Now,Furnishings,Sofas,8512.72,23210.15,Raise a replenishment order before stock runs out.,8817202.887795497,0.0
SKU0030,1060.081876184435,False,2026-07-13,141.3,577.3,11.0,294.8,207.86988110644586,718.5999999999999,0.2892706388901279,0.13329159112556735,False,False,Healthy,Small Appliances,Air Fryers,2298.41,4994.8,No action needed.,0.0,0.0
SKU0031,339.78362245584293,False,2026-07-13,223.2,0.0,19.0,175.1,116.10299140815556,223.2,0.5201746926888691,0.6568886351460517,True,True,Watch / Volatile,Lighting,Table Lamps,3072.13,8064.95,Investigate manually — demand is erratic.,36316.40055720423,163769.6859723656
SKU0032,138.75998339524318,False,2026-07-13,92.8,0.0,18.0,76.3,47.52817043459689,92.8,0.5121570089935009,0.6687807084530197,True,True,Watch / Volatile,Textiles,Curtains,745.29,1972.4,Investigate manually — demand is erratic.,2225.203365198904,17454.697987679603
SKU0033,25.129265143036065,False,2026-07-13,12.6,0.0,15.0,9.0,5.975231839645059,12.6,0.4742247491781793,0.5014074199257581,False,True,Markdown / Clear,Decor,Rugs,1450.64,3286.29,Promote or discount to free up capital.,0.0,51.305406453080856
SKU0034,180.0,True,2026-07-13,48.6,0.0,10.0,38.6,32.142857142857146,48.6,0.6613756613756614,0.27,True,False,Reorder Now,Decor,Wall Art,1749.29,4494.04,Raise a replenishment order before stock runs out.,35246.113714285726,0.0
SKU0035,17.910790158807913,False,2026-07-13,1.8,10.3,8.0,3.8,2.3913090234684624,12.100000000000001,0.19762884491474894,0.10049807875811786,False,False,Healthy,Decor,Candles,437.79,2525.33,No action needed.,0.0,0.0
SKU0036,856.0,True,2026-07-13,315.0,400.0,33.0,612.9,504.42857142857144,715.0,0.7054945054945055,0.3679906542056075,True,False,Reorder Now,Furnishings,Sofas,8336.61,17097.3,Raise a replenishment order before stock runs out.,2512081.8642857145,0.0
SKU0037,180.6871052327539,False,2026-07-13,70.5,91.5,39.0,165.7,123.03985865997544,162.0,0.7595053003702188,0.3901772620087345,True,False,Reorder Now,Furnishings,Tables,3403.41,8270.65,Raise a replenishment order before stock runs out.,347696.9570261258,0.0
SKU0038,653.0964227846433,False,2026-07-13,355.8,0.0,12.0,203.5,141.41131823422617,355.8,0.3974460883480218,0.5447893872744791,False,True,Markdown / Clear,Decor,Rugs,1506.29,3007.31,Promote or discount to free up capital.,0.0,44061.67666185982
SKU0039,559.0994957519302,False,2026-07-13,311.9,319.4,29.0,430.1,283.2854124797658,631.3,0.44873342702323116,0.5578613509220343,False,True,Markdown / Clear,Furnishings,Sofas,3302.69,6602.37,Promote or discount to free up capital.,0.0,106842.85418752868
SKU0040,117.027779897743,False,2026-07-13,78.8,0.0,10.0,32.9,21.497616098899933,78.8,0.2728123870418773,0.6733443979613574,False,True,Markdown / Clear,Small Appliances,Kettles,5666.89,15887.5,Promote or discount to free up capital.,0.0,114959.15418763956
SKU0041,736.7536904636125,False,2026-07-13,461.1,0.0,12.0,247.2,157.74849394652992,461.1,0.34211341129154177,0.6258536685575968,False,True,Markdown / Clear,Decor,Rugs,447.33,1336.16,Promote or discount to free up capital.,0.0,41477.84882245611
SKU0042,540.1649563570252,False,2026-07-13,341.6,0.0,14.0,216.5,130.91221583772202,341.6,0.3832324819605445,0.6323994105500941,False,True,Markdown / Clear,Lighting,Table Lamps,3856.08,9513.58,Promote or discount to free up capital.,0.0,275777.2855454013
SKU0043,360.11914201409496,False,2026-07-13,178.6,0.0,11.0,99.4,69.46427097034127,178.6,0.38893768740392654,0.49594697743950983,False,False,Healthy,Small Appliances,Blenders,4964.6,13935.05,No action needed.,0.0,0.0
SKU0044,148.0,True,2026-07-13,17.0,67.8,10.0,31.5,26.428571428571427,84.8,0.3116576819407008,0.11486486486486487,False,False,Healthy,Decor,Candles,1268.63,3791.16,No action needed.,0.0,0.0
SKU0045,125.61440729454569,False,2026-07-13,76.5,0.0,17.0,55.4,42.76069077747741,76.5,0.5589632781369596,0.6090065753414713,True,True,Watch / Volatile,Lighting,Floor Lamps,3239.18,6380.91,Investigate manually — demand is erratic.,28782.311888913362,44353.432089826754
SKU0046,157.16057638779475,False,2026-07-13,38.2,95.0,25.0,110.3,72.41698656186395,133.2,0.543671070284264,0.24306350153451495,True,False,Reorder Now,Lighting,Floor Lamps,3282.9,7675.07,Raise a replenishment order before stock runs out.,44645.77905136519,0.0
SKU0047,543.8148433085781,False,2026-07-13,192.0,0.0,10.0,133.7,98.9142024612445,192.0,0.5151781378189818,0.35306134498254765,True,False,Reorder Now,Decor,Vases,1902.85,4321.54,Raise a replenishment order before stock runs out.,12593.842504366556,0.0
SKU0048,15.702477035191631,False,2026-07-13,8.4,0.0,9.0,3.4,2.1033758850317725,8.4,0.250401891075211,0.534947446901169,False,True,Markdown / Clear,Decor,Rugs,656.09,1243.99,Promote or discount to free up capital.,0.0,360.03692099056167
SKU0049,447.7713832999833,False,2026-07-13,129.1,271.1,14.0,176.2,117.54916933468115,400.20000000000005,0.2937260603065496,0.28831677238630005,False,False,Healthy,Small Appliances,Toasters,3868.39,10469.4,No action needed.,0.0,0.0
SKU0050,73.51272201986808,False,2026-07-13,23.9,46.9,34.0,74.0,42.918849341662046,70.8,0.606198437029125,0.3251137945013193,True,False,Reorder Now,Furnishings,Chairs,3402.97,7896.71,Raise a replenishment order before stock runs out.,59374.17278479611,0.0
SKU0051,200.09709290906423,False,2026-07-13,0.0,129.4,41.0,246.4,145.58923194882257,129.4,1.1251099841485515,0.0,True,False,Reorder Now,Furnishings,Shelving,8353.57,19741.09,Raise a replenishment order before stock runs out.,1596841.6079325818,0.0
SKU0052,272.0871287857565,False,2026-07-13,0.0,173.4,39.0,314.0,180.33030366035663,173.4,1.0399671491370048,0.0,True,False,Reorder Now,Furnishings,Shelving,4127.27,8175.33,Raise a replenishment order before stock runs out.,765458.6304236234,0.0
SKU0053,29.697430146940185,False,2026-07-13,8.3,16.7,24.0,18.6,12.099732989416218,25.0,0.4839893195766487,0.27948546251080836,False,False,Healthy,Lighting,Floor Lamps,2477.33,4997.05,No action needed.,0.0,0.0
SKU0054,92.28066534855306,False,2026-07-13,23.0,45.6,20.0,42.3,34.1724799376716,68.6,0.49814110696314295,0.24923964205423488,False,False,Healthy,Small Appliances,Blenders,3776.64,10908.92,No action needed.,0.0,0.0
SKU0055,1449.1735532955522,False,2026-07-13,434.2,778.2,18.0,650.3,441.4910529408847,1212.4,0.36414636501227704,0.29961904770659786,False,False,Healthy,Small Appliances,Toasters,3223.12,5974.31,No action needed.,0.0,0.0
SKU0056,332.6965922258198,False,2026-07-13,163.3,0.0,15.0,134.9,92.75087206400715,163.3,0.5679783959828975,0.49083760944914984,True,False,Reorder Now,Lighting,Floor Lamps,2329.21,4843.41,Raise a replenishment order before stock runs out.,53766.074763532866,0.0
SKU0057,446.94936807418594,False,2026-07-13,106.7,255.0,10.0,118.4,82.48407065844067,361.7,0.22804553679414066,0.23872950186672964,False,False,Healthy,Decor,Wall Art,1575.06,3387.12,No action needed.,0.0,0.0
SKU0058,370.0,True,2026-07-13,187.0,0.0,13.0,112.9,85.89285714285714,187.0,0.45932009167303284,0.5054054054054054,False,True,Markdown / Clear,Small Appliances,Air Fryers,4956.07,11836.27,Promote or discount to free up capital.,0.0,9912.14
SKU0059,380.64627946835157,False,2026-07-13,162.7,251.7,45.0,525.9,298.69498597472403,414.4,0.7207890588193148,0.42743094777451385,True,False,Reorder Now,Furnishings,Shelving,7175.46,17965.44,Raise a replenishment order before stock runs out.,1643747.6808297462,0.0
SKU0060,235.48423638229463,False,2026-07-13,167.7,0.0,23.0,147.8,91.23196486180531,167.7,0.5440188721634187,0.712149579845969,True,True,Watch / Volatile,Furnishings,Sofas,8196.14,19604.74,Investigate manually — demand is erratic.,144721.50180482914,409461.79340880975
SKU0061,1433.4250376343653,False,2026-07-13,242.4,757.6,16.0,562.8,409.84416448888794,1000.0,0.40984416448888794,0.1691054597455907,False,False,Healthy,Small Appliances,Air Fryers,5642.43,10725.91,No action needed.,0.0,0.0
SKU0062,36.0,True,2026-07-13,1.3,12.2,15.0,8.5,9.642857142857144,13.5,0.7142857142857144,0.036111111111111115,True,False,Reorder Now,Decor,Wall Art,1115.545,869.43,Raise a replenishment order before stock runs out.,2515.136785714287,0.0
SKU0063,970.7675459405062,False,2026-07-13,316.3,558.3,20.0,518.4,363.0601959025801,874.5999999999999,0.4151157053539677,0.3258246542364165,False,False,Healthy,Small Appliances,Air Fryers,3791.165,3962.37,No action needed.,0.0,0.0
SKU0064,145.22498043608877,False,2026-07-13,81.9,86.6,25.0,100.5,62.44424719153943,168.5,0.37058900410409157,0.5639525634919462,False,True,Markdown / Clear,Lighting,Floor Lamps,806.98,2069.99,Promote or discount to free up capital.,0.0,7494.834643842547
SKU0065,298.14096221325326,False,2026-07-13,82.4,166.1,16.0,123.4,86.77432147255743,248.5,0.3491924405334303,0.276379332072663,False,False,Healthy,Small Appliances,Blenders,4220.89,10885.59,No action needed.,0.0,0.0
SKU0066,93.16821391094162,False,2026-07-13,73.9,0.0,15.0,40.7,24.75995783237905,73.9,0.335046790695251,0.7931889739846267,False,True,Markdown / Clear,Small Appliances,Coffee Makers,2976.76,7752.21,Promote or discount to free up capital.,0.0,81312.85777923274
SKU0067,40.0,True,2026-07-13,0.0,12.2,20.0,11.4,14.285714285714286,12.2,1.1709601873536302,0.0,True,False,Reorder Now,Small Appliances,Blenders,4826.47,13106.2,Raise a replenishment order before stock runs out.,107283.60857142859,0.0
SKU0068,20.0,True,2026-07-13,1.3,5.1,7.0,1.7,2.5,6.3999999999999995,0.39062500000000006,0.065,False,False,Healthy,Decor,Candles,1408.22,2525.33,No action needed.,0.0,0.0
SKU0069,248.33167455055627,False,2026-07-13,96.3,145.3,40.0,269.9,174.80463224075936,241.60000000000002,0.7235291069567854,0.3877878251910023,True,False,Reorder Now,Furnishings,Sofas,5669.56,12699.42,Raise a replenishment order before stock runs out.,685827.5067709441,0.0
SKU0070,13.20092118892346,False,2026-07-13,4.5,0.0,11.0,2.9,2.1702638339126508,4.5,0.48228085198058906,0.3408853015330347,False,False,Healthy,Decor,Rugs,1817.06,4447.13,No action needed.,0.0,0.0
SKU0071,15.239912595781465,False,2026-07-13,0.0,9.3,26.0,11.2,6.795541908956063,9.3,0.7307034310705444,0.0,True,False,Reorder Now,Furnishings,Beds,9744.06,21496.84,Raise a replenishment order before stock runs out.,46122.37113012305,0.0
SKU0072,218.67147440895394,False,2026-07-13,43.0,133.0,12.0,74.1,46.33568501476537,176.0,0.26327093758389414,0.19664201796884798,False,False,Healthy,Decor,Rugs,686.96,1932.68,No action needed.,0.0,0.0
SKU0073,68.82577029393113,False,2026-07-13,8.3,32.5,18.0,27.2,22.946818869229762,40.8,0.5624220311085727,0.12059436406673783,True,False,Reorder Now,Lighting,Floor Lamps,1774.67,4222.09,Raise a replenishment order before stock runs out.,10752.898479586294,0.0
SKU0074,113.96287942876214,False,2026-07-13,9.3,61.3,27.0,76.9,51.44449108136508,70.6,0.7286755110674941,0.08160551967988317,True,False,Reorder Now,Furnishings,Tables,5487.18,14938.04,Raise a replenishment order before stock runs out.,241167.05355307486,0.0
SKU0075,361.064926986489,False,2026-07-13,188.2,201.7,27.0,252.9,178.30825196692035,389.9,0.4573179070708396,0.521235893972727,False,True,Markdown / Clear,Furnishings,Beds,3997.31,11282.08,Promote or discount to free up capital.,0.0,30649.520353818756
SKU0076,1032.9498777198276,False,2026-07-13,495.3,0.0,10.0,284.3,191.15569109760665,495.3,0.3859392107765125,0.47950051661107107,False,False,Healthy,Decor,Mirrors,466.01,1121.1,No action needed.,0.0,0.0
SKU0077,5027.068792779421,False,2026-07-13,965.7,2758.7,9.0,1152.8,744.8067605068308,3724.3999999999996,0.19998033522361477,0.1921000168899764,False,False,Healthy,Decor,Rugs,1885.03,5450.49,No action needed.,0.0,0.0
SKU0078,11.413658846357421,False,2026-07-13,0.0,4.0,11.0,2.0,2.008454063758872,4.0,0.502113515939718,0.0,True,False,Reorder Now,Small Appliances,Blenders,3077.1,7706.75,Raise a replenishment order before stock runs out.,65.15335587368618,0.0
SKU0079,1353.5403680855013,False,2026-07-13,424.2,748.9,18.0,625.9,413.66686092784494,1173.1,0.35262710845439005,0.31340033145816293,False,False,Healthy,Small Appliances,Air Fryers,2793.26,7877.91,No action needed.,0.0,0.0
SKU0080,344.20950505324566,False,2026-07-13,175.9,207.8,24.0,231.6,148.75507906393528,383.70000000000005,0.38768589800347997,0.5110259810309133,False,True,Markdown / Clear,Lighting,Table Lamps,3053.9,6745.18,Promote or discount to free up capital.,0.0,11590.306258946552
SKU0081,313.0401318650978,False,2026-07-13,73.2,154.2,19.0,136.1,107.03033701304871,227.39999999999998,0.4706699077090973,0.23383583300924807,False,False,Healthy,Small Appliances,Kettles,3675.56,8816.13,No action needed.,0.0,0.0
SKU0082,441.3406668843286,False,2026-07-13,58.4,260.9,7.0,84.8,47.073948048738224,319.29999999999995,0.1474285876878742,0.1323240851840787,False,False,Healthy,Decor,Rugs,1885.05,4595.17,No action needed.,0.0,0.0
SKU0083,298.6306279074184,False,2026-07-13,159.5,0.0,14.0,115.0,74.25105022125868,159.5,0.4655238258386124,0.5341046265671325,False,True,Markdown / Clear,Lighting,Table Lamps,3231.06,6222.94,Promote or discount to free up capital.,0.0,32907.331696728375
SKU0084,300.7669374581982,False,2026-07-13,197.4,176.3,31.0,253.8,161.09231990730828,373.70000000000005,0.43107390930507966,0.6563221398875848,False,True,Markdown / Clear,Furnishings,Beds,7054.01,16070.89,Promote or discount to free up capital.,0.0,331655.08175024774
SKU0085,169.41313043326596,False,2026-07-13,22.2,107.2,36.0,179.2,108.10559895000816,129.4,0.8354373952859981,0.13104061027161568,True,False,Reorder Now,Furnishings,Tables,6075.41,17623.58,Raise a replenishment order before stock runs out.,764962.0455433849,0.0
SKU0086,62.385262943373725,False,2026-07-13,19.8,40.8,25.0,47.4,30.966531992536122,60.599999999999994,0.5109988777646225,0.3173826488151889,True,False,Reorder Now,Furnishings,Chairs,11873.0,30359.25,Raise a replenishment order before stock runs out.,20235.411394402363,0.0
SKU0087,87.86902956389775,False,2026-07-13,38.3,0.0,12.0,21.7,16.95617268359887,38.3,0.44271991340989214,0.43587598713774917,False,False,Healthy,Small Appliances,Kettles,4532.35,9123.66,No action needed.,0.0,0.0
SKU0088,632.0,True,2026-07-13,285.4,0.0,7.0,92.8,79.0,285.4,0.2768044849334268,0.4515822784810126,False,False,Healthy,Decor,Candles,1912.15,4219.4,No action needed.,0.0,0.0
SKU0089,199.87382179853978,False,2026-07-13,60.7,119.5,28.0,155.3,98.90719680205991,180.2,0.5488745660491672,0.30369159629709674,True,False,Reorder Now,Furnishings,Beds,3625.55,7359.59,Raise a replenishment order before stock runs out.,64817.35751247217,0.0
SKU0090,180.0,True,2026-07-13,24.1,76.4,7.0,24.8,22.5,100.5,0.22388059701492538,0.1338888888888889,False,False,Healthy,Decor,Mirrors,1730.96,3167.29,No action needed.,0.0,0.0
SKU0091,276.6492235778349,False,2026-07-13,51.1,163.1,34.0,257.4,165.56296135565694,214.2,0.7729363275240754,0.1847104406769574,True,False,Reorder Now,Furnishings,Shelving,8552.2,24912.15,Raise a replenishment order before stock runs out.,1456438.0627363292,0.0
SKU0092,786.0,True,2026-07-13,215.3,0.0,12.0,211.0,168.42857142857144,215.3,0.7822971269325194,0.2739185750636132,True,False,Reorder Now,Small Appliances,Coffee Makers,1433.99,3352.45,Raise a replenishment order before stock runs out.,203757.12178571432,0.0
SKU0093,307.51537320375553,False,2026-07-13,173.5,0.0,7.0,63.9,35.71441734987969,173.5,0.2058467858782691,0.564199435600383,False,True,Markdown / Clear,Decor,Mirrors,1258.86,2730.52,Promote or discount to free up capital.,0.0,24852.808644360153
SKU0094,176.1172232326291,False,2026-07-13,69.4,0.0,12.0,48.3,41.644759705634215,69.4,0.6000685836546716,0.39405572451214027,True,False,Reorder Now,Decor,Mirrors,1434.97,3613.5,Raise a replenishment order before stock runs out.,25094.889196309225,0.0
SKU0095,1000.4008479028797,False,2026-07-13,468.4,0.0,13.0,341.1,218.83245091065348,468.4,0.46719139818670685,0.4682123180741975,False,False,Healthy,Decor,Vases,222.14,401.8,No action needed.,0.0,0.0
SKU0096,25.0959750802907,False,2026-07-13,2.5,11.5,20.0,10.6,8.918882621439929,14.0,0.6370630443885663,0.09961756783713865,True,False,Reorder Now,Small Appliances,Toasters,3162.45,6747.49,Raise a replenishment order before stock runs out.,12947.641299339704,0.0
SKU0097,511.3547807658908,False,2026-07-13,143.2,0.0,9.0,115.0,79.78476642259298,143.2,0.5571561901019063,0.2800404051870203,True,False,Reorder Now,Decor,Wall Art,1685.72,4456.44,Raise a replenishment order before stock runs out.,36474.920476300285,0.0
SKU0098,704.2550116442818,False,2026-07-13,130.1,421.1,37.0,723.4,466.7283407713482,551.2,0.8467495297012848,0.1847342196347952,True,False,Reorder Now,Furnishings,Chairs,5305.91,13585.91,Raise a replenishment order before stock runs out.,2596652.4361688667,0.0
SKU0099,866.7493907767382,False,2026-07-13,159.7,555.3,28.0,721.9,424.55169220030706,715.0,0.59377859048994,0.18425164378469847,True,False,Reorder Now,Furnishings,Shelving,6856.21,20418.94,Raise a replenishment order before stock runs out.,1369124.4799365378,0.0
SKU0100,926.0,True,2026-07-13,206.7,422.7,11.0,215.9,181.89285714285714,629.4,0.288994053293386,0.2232181425485961,False,False,Healthy,Textiles,Throws,1273.09,3239.29,No action needed.,0.0,0.0
SKU0101,492.3120761585938,False,2026-07-13,238.7,0.0,11.0,147.0,89.2895221018237,238.7,0.3740658655292154,0.48485505751255425,False,False,Healthy,Textiles,Cushions,964.24,2288.15,No action needed.,0.0,0.0
SKU0102,638.0,True,2026-07-13,134.1,308.6,13.0,186.2,148.10714285714286,442.70000000000005,0.3345541966504243,0.21018808777429465,False,False,Healthy,Small Appliances,Air Fryers,5575.9,15131.43,No action needed.,0.0,0.0
SKU0103,16.397029170250374,False,2026-07-13,0.0,11.3,40.0,21.0,11.298003274756084,11.3,0.9998232986509809,0.0,True,False,Reorder Now,Furnishings,Shelving,9922.29,28615.82,Raise a replenishment order before stock runs out.,161622.24506983065,0.0
SKU0104,85.57418035321415,False,2026-07-13,43.1,52.6,18.0,43.9,27.012628290445893,95.7,0.28226361849995707,0.5036565915338175,False,True,Markdown / Clear,Textiles,Curtains,543.29,1447.78,Promote or discount to free up capital.,0.0,170.00077795114404
SKU0105,539.7339795893427,False,2026-07-13,315.1,0.0,19.0,283.8,184.42210353081526,315.1,0.5852811917829744,0.5838061191547441,True,True,Watch / Volatile,Lighting,Table Lamps,3989.62,11792.73,Investigate manually — demand is erratic.,316895.4614709509,180462.52217538346
SKU0106,98.77202658333293,False,2026-07-13,20.0,47.9,17.0,37.8,29.391411780385035,67.9,0.43286320736944084,0.20248648014856926,False,False,Healthy,Small Appliances,Toasters,5371.84,14710.28,No action needed.,0.0,0.0
SKU0107,142.51235156031427,False,2026-07-13,75.4,0.0,11.0,39.9,21.719071733731333,75.4,0.28805134925373116,0.529076947888893,False,True,Markdown / Clear,Decor,Candles,711.04,2019.47,Promote or discount to free up capital.,0.0,2946.4247732770737
SKU0108,977.0377859751618,False,2026-07-13,352.1,580.1,37.0,996.6,637.8925529780745,932.2,0.6842872269663961,0.36037500806437706,True,False,Reorder Now,Furnishings,Chairs,10450.52,20241.87,Raise a replenishment order before stock runs out.,3477402.5243502962,0.0
SKU0109,646.0,True,2026-07-13,0.0,311.0,40.0,577.6,461.42857142857144,311.0,1.4836931557188793,0.0,True,False,Reorder Now,Furnishings,Chairs,3510.99,17794.510000000002,Raise a replenishment order before stock runs out.,5443849.02357143,0.0
SKU0110,1142.3609965146002,False,2026-07-13,603.3,0.0,9.0,284.7,164.09703795509728,603.3,0.27199906838239235,0.5281167703035188,False,True,Markdown / Clear,Textiles,Cushions,2498.03,5815.68,Promote or discount to free up capital.,0.0,80235.47893831656
SKU0111,236.77908280612525,False,2026-07-13,10.7,128.4,11.0,65.6,46.184455120155164,139.1,0.33202340129514857,0.04518980255008911,False,False,Healthy,Decor,Rugs,1398.23,3444.85,No action needed.,0.0,0.0
